,val_loss,val_acc,loss,acc
0,0.8367472489674886,0.6354166666666666,1.167435419107665,0.5646258503690985
1,0.8548472463013883,0.6526946114922711,0.824085261430175,0.6550048591444165
2,1.1570925427054217,0.6347305394575268,0.6937157911971661,0.6831875608544308
3,1.196342137759317,0.6167664677796963,0.7066012539646842,0.6998106060606061
4,1.0453384718495216,0.6706586833485586,0.673946303283859,0.7155688623349348
5,1.1015182508679922,0.6526946136337555,0.6365791884177627,0.745383867948697
6,1.3910865005618798,0.6047904205893329,0.6316952752881657,0.7395529640717223
7,1.0351712902386982,0.6302083333333334,0.6095750015793424,0.7481060606060606
8,1.1713128289776649,0.6167664699211806,0.570887548124005,0.770459081895813
9,1.135086591015319,0.6826347312527502,0.5203951102246117,0.7862001944213844
10,1.650230102910253,0.6407185635880795,0.4582141330747893,0.8200757575757576
11,1.2295965120464027,0.6467065873617184,0.5293521646135105,0.7854291419545095
12,1.9734436195060712,0.6586826347305389,0.48983850267121115,0.8017492711949511
13,1.7518443854269152,0.6347305396359838,0.4080126231366938,0.8304924242424242
14,1.2712422013282776,0.6822916666666666,0.43663043246981864,0.8413173653884324
15,1.8688786558048454,0.6167664676012393,0.4453060030937195,0.8143828960734739
16,2.702810905650704,0.6407185635880795,0.3596386182488817,0.8522727272727273
17,1.5199536359952595,0.6886227573463303,0.42331517988931155,0.8083832337113912
18,2.4321251372377315,0.6107784438276005,0.350203532612685,0.8589015151515151
19,2.5376160373230894,0.628742515683888,0.3222469948847625,0.8843537414965986
%%Elapsed Time: 3.23m. 
