,val_loss,val_acc,loss,acc
0,2.2923213640848794,0.21875,2.5386869253987125,0.24392614188532555
1,2.1692369341136453,0.251497006523395,2.5118208010296317,0.2643343051651129
2,2.3246073808498724,0.16766467065868262,2.5463282176889876,0.25947521868785456
3,2.2498216057965856,0.25748502994011974,2.5342663258343094,0.2769679300870793
4,2.4386056997105032,0.1916167667347514,2.514989316289696,0.24101069001924424
5,2.1317566419076064,0.2395209586192034,2.5312627178586955,0.2682215743729857
6,2.286311386588091,0.22155688765520107,2.4909661659578077,0.2653061224634608
7,2.2981878916422525,0.21354166666666666,2.5288652509479874,0.2585034013605442
8,2.2852592246975014,0.20958083975100947,2.462673227339838,0.26141885328455033
9,2.2372734739394957,0.23952095915457447,2.5121096553224507,0.2623106060606061
10,2.2037553416040843,0.21556886370310527,2.4479319339621806,0.26946107791866847
11,2.349880154261332,0.20958083885872436,2.5380773544311523,0.24053030303030304
12,2.2632718871453563,0.26347305531987175,2.4651583528328325,0.2814371257782458
13,2.254154961980032,0.19760479068684722,2.435278137524923,0.2746212121212121
14,2.2522974809010825,0.22916666666666666,2.4936092366239504,0.2504990020108794
15,2.270151359592369,0.2155688622754491,2.543622836195461,0.2682215743585045
16,2.2481369101358744,0.20958083859103882,2.568422628171516,0.2528409090909091
17,2.2638551446492086,0.23952095835151788,2.5772407138181066,0.23852295413643063
18,2.3340982976787816,0.22155688649523045,2.4950480352748525,0.26420454545454547
19,2.3096994675562055,0.20958083975100947,2.5143982342311313,0.2643343051795941
%%Elapsed Time: 64.34m. 
