,val_loss,val_acc,loss,acc
0,1.256913701693217,0.6145833333333334,1.8037150531167307,0.5014577260054467
1,1.2857464344915515,0.628742516040802,1.927467804029222,0.48590864928980493
2,1.1892495997651609,0.6167664676012393,1.8398160686529992,0.47424684170963
3,1.3080048589649316,0.6047904205893329,1.9712208821080748,0.47133138972769906
4,1.354142868233298,0.6047904198755047,1.88945206006368,0.4927113702913531
5,1.124815223459712,0.6347305399928979,1.892729351014802,0.48011363636363635
6,1.325422061060717,0.5868263483761313,1.9967364298845243,0.4930139721153739
7,1.2833110789457958,0.609375,1.8402391643171987,0.4859086492029177
8,1.224579596590853,0.5988023959234089,1.965680679380604,0.4567541302814428
9,1.3507842346579728,0.5928143741127974,1.878749358063189,0.4839650145917407
10,1.2393503628091185,0.6167664677796963,1.9028726454937097,0.48390151515151514
11,1.2708576348370422,0.6407185657295639,1.7996027584739789,0.4920159681233579
12,1.2909766483806564,0.5988023980648932,1.9315946111410307,0.4703595724293511
13,1.1804834068892245,0.6347305399928979,1.772752705074492,0.505344995169876
14,1.2610975901285808,0.6197916666666666,1.971660330529579,0.48104956271117816
15,1.1357732918448078,0.6347305403498118,1.9206937623746467,0.4791666666666667
16,1.4319677731234157,0.5688622783044142,1.8925272499967716,0.48502994016437473
17,1.170390275424112,0.6407185639449936,1.936073444106362,0.4706439393939394
18,1.3714022757764348,0.598802396280323,1.8803346781503587,0.4897959184831966
19,1.2160998946892287,0.6227544920887061,1.8337437088218445,0.5004859087650236
%%Elapsed Time: 64.26m. 
